1774372225009,504,35,40,0,STATUS
1774372225071,506,35,40,0,STATUS
1774372225071,508,35,40,0,STATUS
1774372225071,510,60,40,0,STATUS
1774372225071,512,60,40,0,STATUS
1774372225071,514,60,40,0,STATUS
1774372225141,516,60,40,0,STATUS
1774372225141,518,60,40,0,STATUS
1774372225141,520,60,40,0,STATUS
1774372225141,522,60,40,0,STATUS
1774372225141,524,60,40,0,STATUS
1774372225158,526,60,40,0,STATUS
1774372225158,528,60,40,0,STATUS
1774372225158,530,60,40,0,STATUS
1774372225158,532,60,40,0,STATUS
1774372225158,534,60,40,0,STATUS
1774372225211,536,60,40,0,STATUS
1774372225211,538,60,40,0,STATUS
1774372225211,540,60,40,0,STATUS
1774372225211,542,60,40,0,STATUS
1774372225211,544,60,40,0,STATUS
1774372225281,546,60,40,0,STATUS
1774372225282,548,60,40,0,STATUS
1774372225282,550,60,40,0,STATUS
1774372225282,552,60,40,0,STATUS
1774372225282,554,60,40,0,STATUS
1774372225308,556,60,40,0,STATUS
1774372225308,558,60,40,0,STATUS
1774372225308,560,60,40,0,STATUS
1774372225308,562,60,40,0,STATUS
1774372225308,564,75,40,0,STATUS
1774372225358,568,75,40,0,STATUS
1774372225358,572,75,40,0,STATUS
1774372225422,576,35,40,0,STATUS
1774372225422,578,35,40,0,STATUS
1774372225422,580,35,40,0,STATUS
1774372225422,582,60,40,0,STATUS
1774372225422,584,60,40,0,STATUS
1774372225492,586,60,40,0,STATUS
1774372225492,588,60,40,0,STATUS
1774372225492,590,60,40,0,STATUS
1774372225492,592,60,40,0,STATUS
1774372225493,594,60,40,0,STATUS
1774372225508,596,60,40,0,STATUS
1774372225508,598,60,40,0,STATUS
1774372225508,600,60,40,0,STATUS
1774372225508,602,60,40,0,STATUS
1774372225508,604,60,40,0,STATUS
1774372225562,606,60,40,0,STATUS
1774372225562,608,60,40,0,STATUS
1774372225563,610,75,40,0,STATUS
1774372225563,614,75,40,0,STATUS
1774372225632,618,75,40,0,STATUS
1774372225633,622,35,40,0,STATUS
1774372225633,624,35,40,0,STATUS
1774372225658,626,35,40,0,STATUS
1774372225658,628,35,40,0,STATUS
1774372225658,630,35,40,0,STATUS
1774372225658,632,35,40,0,STATUS
1774372225658,634,35,40,0,STATUS
1774372225708,636,35,40,0,STATUS
1774372225708,638,35,40,0,STATUS
1774372225708,640,60,40,0,STATUS
1774372225708,642,60,40,0,STATUS
1774372225708,644,60,40,0,STATUS
1774372225773,646,60,40,0,STATUS
1774372225773,648,60,40,0,STATUS
1774372225773,650,60,40,0,STATUS
1774372225773,652,60,40,0,STATUS
1774372225773,654,60,40,0,STATUS
1774372225843,656,60,40,0,STATUS
1774372225843,658,60,40,0,STATUS
1774372225843,660,60,40,0,STATUS
1774372225844,662,60,40,0,STATUS
1774372225844,664,60,40,0,STATUS
1774372225858,666,60,40,0,STATUS
1774372225858,668,60,40,0,STATUS
1774372225858,670,60,40,0,STATUS
1774372225858,672,60,40,0,STATUS
1774372225858,674,60,40,0,STATUS
1774372225913,676,60,40,0,STATUS
1774372225913,678,60,40,0,STATUS
1774372225913,680,60,40,0,STATUS
1774372225913,682,60,40,0,STATUS
1774372225913,684,60,40,0,STATUS
1774372225983,686,60,40,0,STATUS
1774372225983,688,60,40,0,STATUS
1774372225983,690,60,40,0,STATUS
1774372225983,692,60,40,0,STATUS
1774372225983,694,75,40,0,STATUS
1774372226008,698,75,40,0,STATUS
1774372226008,702,75,40,0,STATUS
1774372226058,706,35,40,0,STATUS
1774372226058,708,35,40,0,STATUS
1774372226059,710,35,40,0,STATUS
1774372226059,712,35,40,0,STATUS
1774372226059,714,35,40,0,STATUS
1774372226123,716,35,40,0,STATUS
1774372226124,718,35,40,0,STATUS
1774372226194,726,35,40,0,STATUS
1774372226194,728,35,40,0,STATUS
1774372226194,730,60,40,0,STATUS
1774372226208,736,60,40,0,STATUS
1774372226208,738,60,40,0,STATUS
1774372226264,746,60,40,0,STATUS
1774372226264,748,60,40,0,STATUS
1774372226264,750,60,40,0,STATUS
1774372226334,756,60,40,0,STATUS
1774372226334,758,60,40,0,STATUS
1774372226358,766,60,40,0,STATUS
1774372226358,768,60,40,0,STATUS
1774372226358,770,60,40,0,STATUS
1774372226408,776,60,40,0,STATUS
1774372226408,778,60,40,0,STATUS
1774372226475,786,60,40,0,STATUS
1774372226475,788,60,40,0,STATUS
1774372226475,790,60,40,0,STATUS
1774372226545,796,60,40,0,STATUS
1774372226545,798,60,40,0,STATUS
1774372226558,806,60,40,0,STATUS
1774372226558,808,60,40,0,STATUS
1774372226558,810,60,40,0,STATUS
1774372226615,816,60,40,0,STATUS
1774372226615,818,60,40,0,STATUS
1774372226685,826,60,40,0,STATUS
1774372226685,828,60,40,0,STATUS
1774372226686,830,60,40,0,STATUS
1774372226708,836,60,40,0,STATUS
1774372226708,838,75,40,0,STATUS
1774372226758,846,75,40,0,STATUS
1774372226758,850,75,40,0,STATUS
1774372226826,856,35,40,0,STATUS
1774372226826,858,35,40,0,STATUS
1774372226896,866,35,40,0,STATUS
1774372226896,868,35,40,0,STATUS
1774372226896,870,35,40,0,STATUS
1774372226908,876,35,40,0,STATUS
1774372226908,878,35,40,0,STATUS
1774372226966,886,35,40,0,STATUS
1774372226966,888,35,40,0,STATUS
1774372226966,890,60,40,0,STATUS
1774372227036,896,60,40,0,STATUS
1774372227036,898,60,40,0,STATUS
1774372227058,905,60,40,0,STATUS
1774372227058,907,60,40,0,STATUS
1774372227058,909,60,40,0,STATUS
1774372227108,911,60,40,0,STATUS
1774372227108,913,60,40,0,STATUS
1774372227177,916,60,40,0,STATUS
1774372227177,918,60,40,0,STATUS
1774372227177,920,60,40,0,STATUS
1774372227247,923,60,40,0,STATUS
1774372227247,925,60,40,0,STATUS
1774372227258,928,60,40,0,STATUS
1774372227258,930,60,40,0,STATUS
1774372227258,932,60,40,0,STATUS
1774372227317,934,60,40,0,STATUS
1774372227317,936,60,40,0,STATUS
1774372227387,939,60,40,0,STATUS
1774372227388,941,60,40,0,STATUS
1774372227388,943,60,40,0,STATUS
1774372227408,946,60,40,0,STATUS
1774372227408,948,60,40,0,STATUS
1774372227458,951,60,40,0,STATUS
1774372227459,953,60,40,0,STATUS
1774372227459,955,60,40,0,STATUS
1774372227528,957,60,40,0,STATUS
1774372227528,959,75,40,0,STATUS
1774372227598,963,75,40,0,STATUS
1774372227598,967,75,40,0,STATUS
1774372227608,971,35,40,0,STATUS
1774372227608,973,35,40,0,STATUS
1774372227669,976,35,40,0,STATUS
1774372227669,978,35,40,0,STATUS
1774372227669,980,35,40,0,STATUS
1774372227738,982,35,40,0,STATUS
1774372227739,984,35,40,0,STATUS
1774372227758,987,35,40,0,STATUS
1774372227758,989,35,40,0,STATUS
1774372227758,991,60,40,0,STATUS
1774372227809,994,60,40,0,STATUS
1774372227809,996,60,40,0,STATUS
1774372227879,999,60,40,0,STATUS
1774372227879,1001,60,40,0,STATUS
1774372227879,1003,60,40,0,STATUS
1774372227908,1005,60,40,0,STATUS
1774372227908,1007,60,40,0,STATUS
1774372227958,1010,60,40,0,STATUS
1774372227958,1012,60,40,0,STATUS
1774372227958,1014,60,40,0,STATUS
